,Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
6710,2011,September,Lamb                                                 ,County,Not Adjusted,6232,6772,540,8.0
6711,2011,December,Lamb                                                 ,County,Not Adjusted,6294,6782,488,7.2
6712,2011,March,Lampasas                                             ,County,Not Adjusted,8424,9115,691,7.6
6713,2011,June,Lampasas                                             ,County,Not Adjusted,8388,9159,771,8.4
6714,2011,September,Lampasas                                             ,County,Not Adjusted,8437,9185,748,8.1
6715,2011,December,Lampasas                                             ,County,Not Adjusted,8461,9110,649,7.1
6716,2011,March,La Salle                                             ,County,Not Adjusted,2820,3051,231,7.6
6717,2011,June,La Salle                                             ,County,Not Adjusted,2880,3124,244,7.8
6718,2011,September,La Salle                                             ,County,Not Adjusted,3063,3270,207,6.3
6719,2011,December,La Salle                                             ,County,Not Adjusted,3127,3304,177,5.4
6720,2011,March,Lavaca                                               ,County,Not Adjusted,8982,9590,608,6.3
6721,2011,June,Lavaca                                               ,County,Not Adjusted,9081,9746,665,6.8
6722,2011,September,Lavaca                                               ,County,Not Adjusted,9025,9622,597,6.2
6723,2011,December,Lavaca                                               ,County,Not Adjusted,9143,9617,474,4.9
6724,2011,March,Lee                                                  ,County,Not Adjusted,7942,8530,588,6.9
6725,2011,June,Lee                                                  ,County,Not Adjusted,8309,8951,642,7.2
6726,2011,September,Lee                                                  ,County,Not Adjusted,8538,9167,629,6.9
6727,2011,December,Lee                                                  ,County,Not Adjusted,8357,8878,521,5.9
6728,2011,March,Leon                                                 ,County,Not Adjusted,6529,7179,650,9.1
6729,2011,June,Leon                                                 ,County,Not Adjusted,6688,7389,701,9.5
6730,2011,September,Leon                                                 ,County,Not Adjusted,6576,7243,667,9.2
6731,2011,December,Leon                                                 ,County,Not Adjusted,6383,6935,552,8.0
6732,2011,March,Liberty                                              ,County,Not Adjusted,27028,30603,3575,11.7
6733,2011,June,Liberty                                              ,County,Not Adjusted,27157,30971,3814,12.3
6734,2011,September,Liberty                                              ,County,Not Adjusted,27491,31018,3527,11.4
6735,2011,December,Liberty                                              ,County,Not Adjusted,27849,31027,3178,10.2
6736,2011,March,Limestone                                            ,County,Not Adjusted,8771,9600,829,8.6
6737,2011,June,Limestone                                            ,County,Not Adjusted,8866,9768,902,9.2
6738,2011,September,Limestone                                            ,County,Not Adjusted,8663,9511,848,8.9
6739,2011,December,Limestone                                            ,County,Not Adjusted,8751,9433,682,7.2
6740,2011,March,Lipscomb                                             ,County,Not Adjusted,1644,1724,80,4.6
6741,2011,June,Lipscomb                                             ,County,Not Adjusted,1696,1786,90,5.0
6742,2011,September,Lipscomb                                             ,County,Not Adjusted,1702,1791,89,5.0
6743,2011,December,Lipscomb                                             ,County,Not Adjusted,1717,1787,70,3.9
6744,2011,March,Live Oak                                             ,County,Not Adjusted,4650,4963,313,6.3
6745,2011,June,Live Oak                                             ,County,Not Adjusted,4967,5339,372,7.0
6746,2011,September,Live Oak                                             ,County,Not Adjusted,5137,5471,334,6.1
6747,2011,December,Live Oak                                             ,County,Not Adjusted,5175,5450,275,5.0
6748,2011,March,Llano                                                ,County,Not Adjusted,7458,8095,637,7.9
6749,2011,June,Llano                                                ,County,Not Adjusted,7495,8187,692,8.5
6750,2011,September,Llano                                                ,County,Not Adjusted,7372,8049,677,8.4
6751,2011,December,Llano                                                ,County,Not Adjusted,7261,7816,555,7.1
6752,2011,March,Loving                                               ,County,Not Adjusted,60,65,5,7.7
6753,2011,June,Loving                                               ,County,Not Adjusted,56,60,4,6.7
6754,2011,September,Loving                                               ,County,Not Adjusted,64,68,4,5.9
6755,2011,December,Loving                                               ,County,Not Adjusted,73,77,4,5.2
6756,2011,March,Lubbock                                              ,County,Not Adjusted,136915,145512,8597,5.9
6757,2011,June,Lubbock                                              ,County,Not Adjusted,135446,146029,10583,7.2
6758,2011,September,Lubbock                                              ,County,Not Adjusted,136286,145656,9370,6.4
6759,2011,December,Lubbock                                              ,County,Not Adjusted,138047,145754,7707,5.3
6760,2011,March,Lynn                                                 ,County,Not Adjusted,2846,3047,201,6.6
6761,2011,June,Lynn                                                 ,County,Not Adjusted,2890,3134,244,7.8
6762,2011,September,Lynn                                                 ,County,Not Adjusted,2911,3137,226,7.2
6763,2011,December,Lynn                                                 ,County,Not Adjusted,2931,3110,179,5.8
6764,2011,March,McCulloch                                            ,County,Not Adjusted,4032,4291,259,6.0
6765,2011,June,McCulloch                                            ,County,Not Adjusted,4145,4450,305,6.9
6766,2011,September,McCulloch                                            ,County,Not Adjusted,4175,4449,274,6.2
6767,2011,December,McCulloch                                            ,County,Not Adjusted,4233,4471,238,5.3
6768,2011,March,McLennan                                             ,County,Not Adjusted,104357,112995,8638,7.6
6769,2011,June,McLennan                                             ,County,Not Adjusted,104562,114293,9731,8.5
6770,2011,September,McLennan                                             ,County,Not Adjusted,105175,114188,9013,7.9
6771,2011,December,McLennan                                             ,County,Not Adjusted,104726,112366,7640,6.8
6772,2011,March,McMullen                                             ,County,Not Adjusted,582,602,20,3.3
6773,2011,June,McMullen                                             ,County,Not Adjusted,637,660,23,3.5
6774,2011,September,McMullen                                             ,County,Not Adjusted,655,677,22,3.2
6775,2011,December,McMullen                                             ,County,Not Adjusted,695,714,19,2.7
6776,2011,March,Madison                                              ,County,Not Adjusted,4238,4638,400,8.6
6777,2011,June,Madison                                              ,County,Not Adjusted,4306,4766,460,9.7
6778,2011,September,Madison                                              ,County,Not Adjusted,4324,4734,410,8.7
6779,2011,December,Madison                                              ,County,Not Adjusted,4375,4706,331,7.0
6780,2011,March,Marion                                               ,County,Not Adjusted,4018,4485,467,10.4
6781,2011,June,Marion                                               ,County,Not Adjusted,3930,4446,516,11.6
6782,2011,September,Marion                                               ,County,Not Adjusted,3914,4407,493,11.2
6783,2011,December,Marion                                               ,County,Not Adjusted,3964,4379,415,9.5
6784,2011,March,Martin                                               ,County,Not Adjusted,2149,2284,135,5.9
6785,2011,June,Martin                                               ,County,Not Adjusted,2214,2365,151,6.4
6786,2011,September,Martin                                               ,County,Not Adjusted,2266,2403,137,5.7
6787,2011,December,Martin                                               ,County,Not Adjusted,2296,2410,114,4.7
6788,2011,March,Mason                                                ,County,Not Adjusted,1838,1958,120,6.1
6789,2011,June,Mason                                                ,County,Not Adjusted,1872,2009,137,6.8
6790,2011,September,Mason                                                ,County,Not Adjusted,1853,1980,127,6.4
6791,2011,December,Mason                                                ,County,Not Adjusted,1858,1964,106,5.4
6792,2011,March,Matagorda                                            ,County,Not Adjusted,15861,17973,2112,11.8
6793,2011,June,Matagorda                                            ,County,Not Adjusted,15656,17968,2312,12.9
6794,2011,September,Matagorda                                            ,County,Not Adjusted,15510,17618,2108,12.0
6795,2011,December,Matagorda                                            ,County,Not Adjusted,15733,17723,1990,11.2
6796,2011,March,Maverick                                             ,County,Not Adjusted,20487,24477,3990,16.3
6797,2011,June,Maverick                                             ,County,Not Adjusted,20517,24064,3547,14.7
6798,2011,September,Maverick                                             ,County,Not Adjusted,20566,23548,2982,12.7
6799,2011,December,Maverick                                             ,County,Not Adjusted,20786,23822,3036,12.7
6800,2011,March,Medina                                               ,County,Not Adjusted,18546,20086,1540,7.7
6801,2011,June,Medina                                               ,County,Not Adjusted,18654,20353,1699,8.3
6802,2011,September,Medina                                               ,County,Not Adjusted,18802,20445,1643,8.0
6803,2011,December,Medina                                               ,County,Not Adjusted,18948,20321,1373,6.8
6804,2011,March,Menard                                               ,County,Not Adjusted,866,935,69,7.4
6805,2011,June,Menard                                               ,County,Not Adjusted,882,959,77,8.0
6806,2011,September,Menard                                               ,County,Not Adjusted,882,951,69,7.3
6807,2011,December,Menard                                               ,County,Not Adjusted,889,951,62,6.5
6808,2011,March,Midland                                              ,County,Not Adjusted,70906,74628,3722,5.0
6809,2011,June,Midland                                              ,County,Not Adjusted,72152,76378,4226,5.5
6810,2011,September,Midland                                              ,County,Not Adjusted,74026,77926,3900,5.0
6811,2011,December,Midland                                              ,County,Not Adjusted,75301,78430,3129,4.0
6812,2011,March,Milam                                                ,County,Not Adjusted,9284,10424,1140,10.9
6813,2011,June,Milam                                                ,County,Not Adjusted,9311,10496,1185,11.3
6814,2011,September,Milam                                                ,County,Not Adjusted,9393,10486,1093,10.4
6815,2011,December,Milam                                                ,County,Not Adjusted,9453,10382,929,8.9
6816,2011,March,Mills                                                ,County,Not Adjusted,2017,2166,149,6.9
6817,2011,June,Mills                                                ,County,Not Adjusted,2034,2186,152,7.0
6818,2011,September,Mills                                                ,County,Not Adjusted,2035,2187,152,7.0
6819,2011,December,Mills                                                ,County,Not Adjusted,2087,2206,119,5.4
6820,2011,March,Mitchell                                             ,County,Not Adjusted,2722,2949,227,7.7
6821,2011,June,Mitchell                                             ,County,Not Adjusted,2698,2947,249,8.4
6822,2011,September,Mitchell                                             ,County,Not Adjusted,2748,2995,247,8.2
6823,2011,December,Mitchell                                             ,County,Not Adjusted,2707,2905,198,6.8
6824,2011,March,Montague                                             ,County,Not Adjusted,8965,9616,651,6.8
6825,2011,June,Montague                                             ,County,Not Adjusted,9110,9809,699,7.1
6826,2011,September,Montague                                             ,County,Not Adjusted,9161,9820,659,6.7
6827,2011,December,Montague                                             ,County,Not Adjusted,9193,9727,534,5.5
6828,2011,March,Montgomery                                           ,County,Not Adjusted,212856,229912,17056,7.4
6829,2011,June,Montgomery                                           ,County,Not Adjusted,213392,231908,18516,8.0
6830,2011,September,Montgomery                                           ,County,Not Adjusted,216108,233501,17393,7.4
6831,2011,December,Montgomery                                           ,County,Not Adjusted,219098,233623,14525,6.2
6832,2011,March,Moore                                                ,County,Not Adjusted,11038,11614,576,5.0
6833,2011,June,Moore                                                ,County,Not Adjusted,11271,11940,669,5.6
6834,2011,September,Moore                                                ,County,Not Adjusted,11188,11780,592,5.0
6835,2011,December,Moore                                                ,County,Not Adjusted,11281,11779,498,4.2
6836,2011,March,Morris                                               ,County,Not Adjusted,5087,5821,734,12.6
6837,2011,June,Morris                                               ,County,Not Adjusted,5095,5857,762,13.0
6838,2011,September,Morris                                               ,County,Not Adjusted,5119,5846,727,12.4
6839,2011,December,Morris                                               ,County,Not Adjusted,5188,5821,633,10.9
6840,2011,March,Motley                                               ,County,Not Adjusted,545,585,40,6.8
6841,2011,June,Motley                                               ,County,Not Adjusted,581,624,43,6.9
6842,2011,September,Motley                                               ,County,Not Adjusted,562,607,45,7.4
6843,2011,December,Motley                                               ,County,Not Adjusted,525,566,41,7.2
6844,2011,March,Nacogdoches                                          ,County,Not Adjusted,28850,30896,2046,6.6
6845,2011,June,Nacogdoches                                          ,County,Not Adjusted,27928,30482,2554,8.4
6846,2011,September,Nacogdoches                                          ,County,Not Adjusted,28498,30779,2281,7.4
6847,2011,December,Nacogdoches                                          ,County,Not Adjusted,28466,30356,1890,6.2
6848,2011,March,Navarro                                              ,County,Not Adjusted,20906,22892,1986,8.7
6849,2011,June,Navarro                                              ,County,Not Adjusted,20578,22734,2156,9.5
6850,2011,September,Navarro                                              ,County,Not Adjusted,21506,23452,1946,8.3
6851,2011,December,Navarro                                              ,County,Not Adjusted,21841,23482,1641,7.0
6852,2011,March,Newton                                               ,County,Not Adjusted,5221,5999,778,13.0
6853,2011,June,Newton                                               ,County,Not Adjusted,5252,6109,857,14.0
6854,2011,September,Newton                                               ,County,Not Adjusted,5314,6109,795,13.0
6855,2011,December,Newton                                               ,County,Not Adjusted,5312,6036,724,12.0
6856,2011,March,Nolan                                                ,County,Not Adjusted,6838,7387,549,7.4
6857,2011,June,Nolan                                                ,County,Not Adjusted,6930,7517,587,7.8
6858,2011,September,Nolan                                                ,County,Not Adjusted,6748,7300,552,7.6
6859,2011,December,Nolan                                                ,County,Not Adjusted,6713,7162,449,6.3
6860,2011,March,Nueces                                               ,County,Not Adjusted,149509,163129,13620,8.3
6861,2011,June,Nueces                                               ,County,Not Adjusted,150712,165495,14783,8.9
6862,2011,September,Nueces                                               ,County,Not Adjusted,151486,165159,13673,8.3
6863,2011,December,Nueces                                               ,County,Not Adjusted,152744,164434,11690,7.1
6864,2011,March,Ochiltree                                            ,County,Not Adjusted,4681,4935,254,5.1
6865,2011,June,Ochiltree                                            ,County,Not Adjusted,4931,5224,293,5.6
6866,2011,September,Ochiltree                                            ,County,Not Adjusted,4908,5169,261,5.0
6867,2011,December,Ochiltree                                            ,County,Not Adjusted,4986,5190,204,3.9
6868,2011,March,Oldham                                               ,County,Not Adjusted,922,968,46,4.8
6869,2011,June,Oldham                                               ,County,Not Adjusted,941,991,50,5.0
6870,2011,September,Oldham                                               ,County,Not Adjusted,948,992,44,4.4
6871,2011,December,Oldham                                               ,County,Not Adjusted,949,986,37,3.8
6872,2011,March,Orange                                               ,County,Not Adjusted,34389,39042,4653,11.9
6873,2011,June,Orange                                               ,County,Not Adjusted,34458,39443,4985,12.6
6874,2011,September,Orange                                               ,County,Not Adjusted,34882,39611,4729,11.9
6875,2011,December,Orange                                               ,County,Not Adjusted,34915,39026,4111,10.5
6876,2011,March,Palo Pinto                                           ,County,Not Adjusted,12153,13264,1111,8.4
6877,2011,June,Palo Pinto                                           ,County,Not Adjusted,12469,13664,1195,8.7
6878,2011,September,Palo Pinto                                           ,County,Not Adjusted,12555,13683,1128,8.2
6879,2011,December,Palo Pinto                                           ,County,Not Adjusted,12541,13476,935,6.9
6880,2011,March,Panola                                               ,County,Not Adjusted,10606,11588,982,8.5
6881,2011,June,Panola                                               ,County,Not Adjusted,10683,11777,1094,9.3
6882,2011,September,Panola                                               ,County,Not Adjusted,11531,12570,1039,8.3
6883,2011,December,Panola                                               ,County,Not Adjusted,11342,12254,912,7.4
6884,2011,March,Parker                                               ,County,Not Adjusted,52589,56750,4161,7.3
6885,2011,June,Parker                                               ,County,Not Adjusted,53121,57623,4502,7.8
6886,2011,September,Parker                                               ,County,Not Adjusted,53686,57806,4120,7.1
6887,2011,December,Parker                                               ,County,Not Adjusted,54257,57706,3449,6.0
6888,2011,March,Parmer                                               ,County,Not Adjusted,5062,5290,228,4.3
6889,2011,June,Parmer                                               ,County,Not Adjusted,5105,5393,288,5.3
6890,2011,September,Parmer                                               ,County,Not Adjusted,5093,5348,255,4.8
6891,2011,December,Parmer                                               ,County,Not Adjusted,5036,5239,203,3.9
6892,2011,March,Pecos                                                ,County,Not Adjusted,6649,7123,474,6.7
6893,2011,June,Pecos                                                ,County,Not Adjusted,6783,7280,497,6.8
6894,2011,September,Pecos                                                ,County,Not Adjusted,6839,7277,438,6.0
6895,2011,December,Pecos                                                ,County,Not Adjusted,6685,7048,363,5.2
6896,2011,March,Polk                                                 ,County,Not Adjusted,15946,17736,1790,10.1
6897,2011,June,Polk                                                 ,County,Not Adjusted,15955,17787,1832,10.3
6898,2011,September,Polk                                                 ,County,Not Adjusted,15826,17556,1730,9.9
6899,2011,December,Polk                                                 ,County,Not Adjusted,16036,17521,1485,8.5
6900,2011,March,Potter                                               ,County,Not Adjusted,54729,58215,3486,6.0
6901,2011,June,Potter                                               ,County,Not Adjusted,54793,58811,4018,6.8
6902,2011,September,Potter                                               ,County,Not Adjusted,55266,59014,3748,6.4
6903,2011,December,Potter                                               ,County,Not Adjusted,55603,58742,3139,5.3
6904,2011,March,Presidio                                             ,County,Not Adjusted,3146,3753,607,16.2
6905,2011,June,Presidio                                             ,County,Not Adjusted,3219,3856,637,16.5
6906,2011,September,Presidio                                             ,County,Not Adjusted,3250,3804,554,14.6
6907,2011,December,Presidio                                             ,County,Not Adjusted,3298,3780,482,12.8
6908,2011,March,Rains                                                ,County,Not Adjusted,4822,5263,441,8.4
6909,2011,June,Rains                                                ,County,Not Adjusted,4694,5165,471,9.1
6910,2011,September,Rains                                                ,County,Not Adjusted,4703,5167,464,9.0
6911,2011,December,Rains                                                ,County,Not Adjusted,4750,5132,382,7.4
6912,2011,March,Randall                                              ,County,Not Adjusted,64071,67472,3401,5.0
6913,2011,June,Randall                                              ,County,Not Adjusted,64337,68271,3934,5.8
6914,2011,September,Randall                                              ,County,Not Adjusted,64814,68454,3640,5.3
6915,2011,December,Randall                                              ,County,Not Adjusted,65115,68113,2998,4.4
6916,2011,March,Reagan                                               ,County,Not Adjusted,1890,1983,93,4.7
6917,2011,June,Reagan                                               ,County,Not Adjusted,1885,1992,107,5.4
6918,2011,September,Reagan                                               ,County,Not Adjusted,1897,1989,92,4.6
6919,2011,December,Reagan                                               ,County,Not Adjusted,1979,2051,72,3.5
6920,2011,March,Real                                                 ,County,Not Adjusted,989,1099,110,10.0
6921,2011,June,Real                                                 ,County,Not Adjusted,1125,1255,130,10.4
6922,2011,September,Real                                                 ,County,Not Adjusted,1033,1157,124,10.7
6923,2011,December,Real                                                 ,County,Not Adjusted,960,1064,104,9.8
6924,2011,March,Red River                                            ,County,Not Adjusted,4860,5519,659,11.9
6925,2011,June,Red River                                            ,County,Not Adjusted,4802,5548,746,13.4
6926,2011,September,Red River                                            ,County,Not Adjusted,4808,5510,702,12.7
6927,2011,December,Red River                                            ,County,Not Adjusted,4776,5366,590,11.0
6928,2011,March,Reeves                                               ,County,Not Adjusted,5151,5600,449,8.0
6929,2011,June,Reeves                                               ,County,Not Adjusted,5176,5729,553,9.7
6930,2011,September,Reeves                                               ,County,Not Adjusted,5063,5549,486,8.8
6931,2011,December,Reeves                                               ,County,Not Adjusted,4994,5400,406,7.5
6932,2011,March,Refugio                                              ,County,Not Adjusted,3127,3404,277,8.1
6933,2011,June,Refugio                                              ,County,Not Adjusted,3163,3459,296,8.6
6934,2011,September,Refugio                                              ,County,Not Adjusted,3163,3437,274,8.0
6935,2011,December,Refugio                                              ,County,Not Adjusted,3258,3480,222,6.4
6936,2011,March,Roberts                                              ,County,Not Adjusted,458,484,26,5.4
6937,2011,June,Roberts                                              ,County,Not Adjusted,464,491,27,5.5
6938,2011,September,Roberts                                              ,County,Not Adjusted,456,481,25,5.2
6939,2011,December,Roberts                                              ,County,Not Adjusted,465,487,22,4.5
6940,2011,March,Robertson                                            ,County,Not Adjusted,6878,7617,739,9.7
6941,2011,June,Robertson                                            ,County,Not Adjusted,6675,7457,782,10.5
6942,2011,September,Robertson                                            ,County,Not Adjusted,6904,7634,730,9.6
6943,2011,December,Robertson                                            ,County,Not Adjusted,6924,7549,625,8.3
6944,2011,March,Rockwall                                             ,County,Not Adjusted,37314,40348,3034,7.5
6945,2011,June,Rockwall                                             ,County,Not Adjusted,37388,40627,3239,8.0
6946,2011,September,Rockwall                                             ,County,Not Adjusted,37857,40898,3041,7.4
6947,2011,December,Rockwall                                             ,County,Not Adjusted,38178,40730,2552,6.3
6948,2011,March,Runnels                                              ,County,Not Adjusted,4680,5059,379,7.5
6949,2011,June,Runnels                                              ,County,Not Adjusted,4726,5152,426,8.3
6950,2011,September,Runnels                                              ,County,Not Adjusted,4744,5223,479,9.2
6951,2011,December,Runnels                                              ,County,Not Adjusted,4850,5150,300,5.8
6952,2011,March,Rusk                                                 ,County,Not Adjusted,22280,24013,1733,7.2
6953,2011,June,Rusk                                                 ,County,Not Adjusted,22199,24172,1973,8.2
6954,2011,September,Rusk                                                 ,County,Not Adjusted,22694,24500,1806,7.4
6955,2011,December,Rusk                                                 ,County,Not Adjusted,22938,24446,1508,6.2
6956,2011,March,Sabine                                               ,County,Not Adjusted,2874,3458,584,16.9
6957,2011,June,Sabine                                               ,County,Not Adjusted,2962,3577,615,17.2
6958,2011,September,Sabine                                               ,County,Not Adjusted,2927,3464,537,15.5
6959,2011,December,Sabine                                               ,County,Not Adjusted,2887,3390,503,14.8
6960,2011,March,San Augustine                                        ,County,Not Adjusted,2726,3201,475,14.8
6961,2011,June,San Augustine                                        ,County,Not Adjusted,2691,3170,479,15.1
6962,2011,September,San Augustine                                        ,County,Not Adjusted,2679,3130,451,14.4
6963,2011,December,San Augustine                                        ,County,Not Adjusted,2681,3088,407,13.2
6964,2011,March,San Jacinto                                          ,County,Not Adjusted,10175,11343,1168,10.3
6965,2011,June,San Jacinto                                          ,County,Not Adjusted,10240,11479,1239,10.8
6966,2011,September,San Jacinto                                          ,County,Not Adjusted,10325,11453,1128,9.8
6967,2011,December,San Jacinto                                          ,County,Not Adjusted,10355,11351,996,8.8
6968,2011,March,San Patricio                                         ,County,Not Adjusted,26959,30104,3145,10.4
6969,2011,June,San Patricio                                         ,County,Not Adjusted,27261,30548,3287,10.8
6970,2011,September,San Patricio                                         ,County,Not Adjusted,27381,30333,2952,9.7
6971,2011,December,San Patricio                                         ,County,Not Adjusted,27576,30144,2568,8.5
6972,2011,March,San Saba                                             ,County,Not Adjusted,2385,2541,156,6.1
6973,2011,June,San Saba                                             ,County,Not Adjusted,2368,2540,172,6.8
6974,2011,September,San Saba                                             ,County,Not Adjusted,2375,2537,162,6.4
6975,2011,December,San Saba                                             ,County,Not Adjusted,2306,2449,143,5.8
6976,2011,March,Schleicher                                           ,County,Not Adjusted,1526,1639,113,6.9
6977,2011,June,Schleicher                                           ,County,Not Adjusted,1613,1721,108,6.3
6978,2011,September,Schleicher                                           ,County,Not Adjusted,1633,1732,99,5.7
6979,2011,December,Schleicher                                           ,County,Not Adjusted,1693,1766,73,4.1
6980,2011,March,Scurry                                               ,County,Not Adjusted,6772,7196,424,5.9
6981,2011,June,Scurry                                               ,County,Not Adjusted,6801,7318,517,7.1
6982,2011,September,Scurry                                               ,County,Not Adjusted,7106,7532,426,5.7
6983,2011,December,Scurry                                               ,County,Not Adjusted,7359,7719,360,4.7
6984,2011,March,Shackelford                                          ,County,Not Adjusted,1802,1905,103,5.4
6985,2011,June,Shackelford                                          ,County,Not Adjusted,1911,2024,113,5.6
6986,2011,September,Shackelford                                          ,County,Not Adjusted,1982,2083,101,4.8
6987,2011,December,Shackelford                                          ,County,Not Adjusted,2078,2155,77,3.6
6988,2011,March,Shelby                                               ,County,Not Adjusted,10641,11701,1060,9.1
6989,2011,June,Shelby                                               ,County,Not Adjusted,10794,11929,1135,9.5
6990,2011,September,Shelby                                               ,County,Not Adjusted,11209,12233,1024,8.4
6991,2011,December,Shelby                                               ,County,Not Adjusted,11328,12186,858,7.0
6992,2011,March,Sherman                                              ,County,Not Adjusted,1470,1536,66,4.3
6993,2011,June,Sherman                                              ,County,Not Adjusted,1538,1623,85,5.2
6994,2011,September,Sherman                                              ,County,Not Adjusted,1523,1602,79,4.9
6995,2011,December,Sherman                                              ,County,Not Adjusted,1528,1593,65,4.1
6996,2011,March,Smith                                                ,County,Not Adjusted,93296,101150,7854,7.8
6997,2011,June,Smith                                                ,County,Not Adjusted,93394,101937,8543,8.4
6998,2011,September,Smith                                                ,County,Not Adjusted,93909,102351,8442,8.2
6999,2011,December,Smith                                                ,County,Not Adjusted,95390,102962,7572,7.4
7000,2011,March,Somervell                                            ,County,Not Adjusted,3711,4045,334,8.3
7001,2011,June,Somervell                                            ,County,Not Adjusted,3744,4093,349,8.5
7002,2011,September,Somervell                                            ,County,Not Adjusted,3785,4121,336,8.2
7003,2011,December,Somervell                                            ,County,Not Adjusted,3827,4115,288,7.0
7004,2011,March,Starr                                                ,County,Not Adjusted,21893,26634,4741,17.8
7005,2011,June,Starr                                                ,County,Not Adjusted,21480,26076,4596,17.6
7006,2011,September,Starr                                                ,County,Not Adjusted,21816,25658,3842,15.0
7007,2011,December,Starr                                                ,County,Not Adjusted,22424,26618,4194,15.8
7008,2011,March,Stephens                                             ,County,Not Adjusted,4017,4399,382,8.7
7009,2011,June,Stephens                                             ,County,Not Adjusted,4110,4503,393,8.7
7010,2011,September,Stephens                                             ,County,Not Adjusted,4152,4515,363,8.0
7011,2011,December,Stephens                                             ,County,Not Adjusted,4111,4392,281,6.4
7012,2011,March,Sterling                                             ,County,Not Adjusted,626,663,37,5.6
7013,2011,June,Sterling                                             ,County,Not Adjusted,654,692,38,5.5
7014,2011,September,Sterling                                             ,County,Not Adjusted,676,708,32,4.5
7015,2011,December,Sterling                                             ,County,Not Adjusted,666,692,26,3.8
7016,2011,March,Stonewall                                            ,County,Not Adjusted,674,712,38,5.3
7017,2011,June,Stonewall                                            ,County,Not Adjusted,721,767,46,6.0
7018,2011,September,Stonewall                                            ,County,Not Adjusted,723,767,44,5.7
7019,2011,December,Stonewall                                            ,County,Not Adjusted,722,759,37,4.9
7020,2011,March,Sutton                                               ,County,Not Adjusted,1782,1934,152,7.9
7021,2011,June,Sutton                                               ,County,Not Adjusted,1806,1961,155,7.9
7022,2011,September,Sutton                                               ,County,Not Adjusted,1839,1973,134,6.8
7023,2011,December,Sutton                                               ,County,Not Adjusted,1842,1948,106,5.4
7024,2011,March,Swisher                                              ,County,Not Adjusted,2908,3121,213,6.8
7025,2011,June,Swisher                                              ,County,Not Adjusted,2979,3231,252,7.8
7026,2011,September,Swisher                                              ,County,Not Adjusted,2958,3190,232,7.3
7027,2011,December,Swisher                                              ,County,Not Adjusted,2953,3134,181,5.8
7028,2011,March,Tarrant                                              ,County,Not Adjusted,865800,940954,75154,8.0
7029,2011,June,Tarrant                                              ,County,Not Adjusted,873584,954100,80516,8.4
7030,2011,September,Tarrant                                              ,County,Not Adjusted,882392,958018,75626,7.9
7031,2011,December,Tarrant                                              ,County,Not Adjusted,891826,955784,63958,6.7
7032,2011,March,Taylor                                               ,County,Not Adjusted,60326,64687,4361,6.7
7033,2011,June,Taylor                                               ,County,Not Adjusted,59816,64719,4903,7.6
7034,2011,September,Taylor                                               ,County,Not Adjusted,60061,64572,4511,7.0
7035,2011,December,Taylor                                               ,County,Not Adjusted,60680,64413,3733,5.8
7036,2011,March,Terrell                                              ,County,Not Adjusted,472,506,34,6.7
7037,2011,June,Terrell                                              ,County,Not Adjusted,481,518,37,7.1
7038,2011,September,Terrell                                              ,County,Not Adjusted,502,536,34,6.3
7039,2011,December,Terrell                                              ,County,Not Adjusted,487,518,31,6.0
7040,2011,March,Terry                                                ,County,Not Adjusted,5399,5831,432,7.4
7041,2011,June,Terry                                                ,County,Not Adjusted,5506,5975,469,7.8
7042,2011,September,Terry                                                ,County,Not Adjusted,5465,5923,458,7.7
7043,2011,December,Terry                                                ,County,Not Adjusted,5447,5839,392,6.7
7044,2011,March,Throckmorton                                         ,County,Not Adjusted,797,858,61,7.1
7045,2011,June,Throckmorton                                         ,County,Not Adjusted,841,914,73,8.0
7046,2011,September,Throckmorton                                         ,County,Not Adjusted,809,872,63,7.2
7047,2011,December,Throckmorton                                         ,County,Not Adjusted,820,870,50,5.7
7048,2011,March,Titus                                                ,County,Not Adjusted,12733,13882,1149,8.3
7049,2011,June,Titus                                                ,County,Not Adjusted,12520,13808,1288,9.3
7050,2011,September,Titus                                                ,County,Not Adjusted,12595,13783,1188,8.6
7051,2011,December,Titus                                                ,County,Not Adjusted,12381,13362,981,7.3
7052,2011,March,Tom Green                                            ,County,Not Adjusted,49499,52850,3351,6.3
7053,2011,June,Tom Green                                            ,County,Not Adjusted,49440,53264,3824,7.2
7054,2011,September,Tom Green                                            ,County,Not Adjusted,50000,53582,3582,6.7
7055,2011,December,Tom Green                                            ,County,Not Adjusted,50572,53485,2913,5.4
7056,2011,March,Travis                                               ,County,Not Adjusted,550038,588354,38316,6.5
7057,2011,June,Travis                                               ,County,Not Adjusted,550349,592945,42596,7.2
7058,2011,September,Travis                                               ,County,Not Adjusted,556985,598230,41245,6.9
7059,2011,December,Travis                                               ,County,Not Adjusted,564695,598826,34131,5.7
7060,2011,March,Trinity                                              ,County,Not Adjusted,5133,5700,567,9.9
7061,2011,June,Trinity                                              ,County,Not Adjusted,5135,5740,605,10.5
7062,2011,September,Trinity                                              ,County,Not Adjusted,5228,5820,592,10.2
7063,2011,December,Trinity                                              ,County,Not Adjusted,5185,5700,515,9.0
7064,2011,March,Tyler                                                ,County,Not Adjusted,6928,7878,950,12.1
7065,2011,June,Tyler                                                ,County,Not Adjusted,6918,7985,1067,13.4
