County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Year
La Salle County,7418,4347,3071,79.9,17.6,1.2,0.0,0.1,0.0,5387,44601.0,8414.0,26268,8675,8.2,8.7,29.6,14.8,19.3,22.4,14.0,88.5,6.4,0.0,1.6,0.2,3.2,19.5,2716,82.9,10.6,6.5,0.0,5.4,2017
Lavaca County,19859,9596,10263,18.1,74.3,6.6,0.0,0.4,0.0,14374,51708.0,2822.0,29946,1909,10.5,13.3,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28.0,8843,74.7,15.3,9.9,0.1,2.9,2017
Lee County,16850,8476,8374,23.2,63.7,11.0,0.0,0.9,0.0,12040,55741.0,4948.0,26740,1964,13.8,19.0,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0.0,1.6,1.1,6.6,25.7,7894,72.2,15.7,11.7,0.4,4.5,2017
Leon County,16966,8485,8481,14.2,76.5,7.2,0.6,0.7,0.2,12404,44875.0,4612.0,27096,3287,16.3,27.0,26.9,18.8,18.3,19.3,16.7,76.3,9.8,0.0,4.1,4.9,5.0,28.3,6574,68.6,16.0,15.0,0.4,7.1,2017
Liberty County,79884,39491,40393,21.9,65.8,10.0,0.3,0.6,0.0,55185,48344.0,3470.0,22153,988,16.2,21.5,24.7,14.9,22.0,18.1,20.3,88.9,6.5,0.3,1.0,1.2,2.2,36.9,28685,79.3,13.9,6.5,0.3,7.8,2017
Limestone County,23480,12071,11409,21.3,59.2,17.6,0.3,0.7,0.0,16469,40356.0,2445.0,21093,1333,20.7,33.5,27.3,22.1,19.8,12.4,18.4,83.1,10.9,0.0,1.3,1.0,3.6,21.3,8824,64.3,25.7,10.0,0.0,10.3,2017
Lipscomb County,3495,1880,1615,29.9,66.0,0.4,0.7,0.7,0.0,2216,59583.0,7827.0,29995,2575,10.5,13.5,31.6,10.5,17.7,19.2,21.1,85.3,8.4,0.0,3.4,0.4,2.5,20.2,1653,68.8,17.8,13.1,0.3,5.2,2017
Live Oak County,12043,6548,5495,38.8,57.6,2.4,0.0,0.6,0.0,8921,51480.0,4529.0,22847,2374,16.3,23.8,25.2,16.4,25.4,16.8,16.2,79.4,10.7,0.0,1.7,2.4,5.7,33.5,4301,71.0,15.8,12.2,1.0,3.8,2017
Llano County,20195,9848,10347,9.8,87.1,0.7,0.1,0.4,0.0,16826,50524.0,4101.0,35680,2754,12.5,19.9,31.3,21.1,25.3,14.2,8.1,72.1,15.0,0.0,2.6,1.0,9.4,24.4,7660,73.2,12.2,14.2,0.3,8.3,2017
Loving County,74,39,35,16.2,74.3,0.0,5.4,0.0,0.0,59,80938.0,32455.0,35530,10371,17.1,0.0,33.3,0.0,12.8,5.1,48.7,71.8,12.8,0.0,7.7,0.0,7.7,22.4,39,53.8,28.2,17.9,0.0,0.0,2017
Lubbock County,298042,147080,150962,34.5,54.5,6.9,0.4,2.1,0.1,216218,49078.0,1138.0,26196,499,18.8,21.4,35.0,19.9,25.3,9.9,9.8,81.2,12.3,0.9,1.9,1.2,2.5,17.3,145154,78.1,16.1,5.7,0.1,4.8,2017
Lynn County,5785,2957,2828,47.2,49.3,1.3,0.5,0.3,0.0,4001,44922.0,3955.0,26758,2557,18.0,26.9,31.1,14.3,24.7,19.8,10.1,76.0,18.4,0.1,2.8,0.0,2.7,19.1,2419,74.8,16.1,8.8,0.3,8.1,2017
McCulloch County,8145,4171,3974,31.6,62.2,2.0,0.0,0.0,0.0,6009,42367.0,7500.0,23398,2283,16.3,25.1,23.2,21.0,22.1,19.7,13.9,82.8,12.3,0.1,3.0,0.1,1.8,15.9,3658,68.5,17.7,13.2,0.6,3.2,2017
McLennan County,245720,119894,125826,25.6,56.7,14.2,0.2,1.5,0.0,170837,46262.0,1239.0,24273,645,19.3,26.1,32.8,18.5,24.8,10.8,13.2,82.4,10.7,0.4,1.7,1.2,3.6,19.4,112592,81.0,13.2,5.6,0.2,5.1,2017
McMullen County,600,321,279,50.5,48.7,0.0,0.8,0.0,0.0,406,71389.0,19963.0,33472,11546,7.0,0.0,30.7,14.9,27.7,11.4,15.3,78.2,2.2,0.0,6.1,7.3,6.1,21.6,202,63.9,19.8,16.3,0.0,26.3,2017
Madison County,13979,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2,10426,44004.0,4196.0,17436,1473,15.4,18.5,28.6,23.2,19.7,14.9,13.6,76.3,12.6,0.0,7.3,0.6,3.3,23.4,4249,67.2,21.2,10.8,0.8,3.1,2017
Marion County,10140,5025,5115,3.9,70.9,23.7,0.3,0.0,0.2,8169,36938.0,3112.0,25933,3074,22.3,37.9,28.7,19.1,21.8,13.0,17.4,83.7,7.9,0.0,1.1,2.0,5.3,31.4,3635,73.3,16.4,10.1,0.2,10.7,2017
Martin County,5547,2856,2691,45.1,53.7,0.6,0.5,0.0,0.1,3585,71115.0,10287.0,28560,2865,7.0,7.8,29.3,13.6,19.8,24.9,12.4,81.6,10.9,0.0,3.4,0.8,3.3,17.9,2527,76.4,12.0,11.4,0.3,1.9,2017
Mason County,4122,2200,1922,24.3,71.9,0.0,0.3,2.5,0.0,2992,40949.0,3689.0,24519,2922,12.6,20.1,21.0,24.1,23.5,23.8,7.6,74.9,13.5,0.0,5.6,1.5,4.5,20.2,2173,74.8,7.5,17.3,0.4,2.8,2017
Matagorda County,36744,18249,18495,41.4,44.9,10.2,0.4,2.0,0.1,24931,44896.0,4175.0,23294,1398,20.6,33.8,23.9,18.9,21.8,18.2,17.3,82.5,11.1,0.9,2.2,1.1,2.1,21.7,16009,79.5,14.4,6.0,0.1,6.4,2017
Maverick County,57471,28522,28949,95.3,2.6,0.2,1.2,0.4,0.1,27831,37734.0,2701.0,16658,850,24.5,32.1,21.1,26.5,22.6,14.0,15.8,77.0,19.1,0.3,1.9,0.4,1.3,22.0,21113,74.8,20.6,4.4,0.2,12.9,2017
Medina County,48548,25073,23475,51.3,44.5,2.3,0.3,0.6,0.0,35763,59305.0,2261.0,25572,1305,12.7,17.4,31.1,18.9,22.0,15.4,12.6,80.7,13.4,0.3,1.9,0.7,3.0,31.5,20958,75.4,15.8,8.6,0.2,5.3,2017
Menard County,2123,1159,964,37.3,59.0,0.6,0.6,0.0,0.0,1650,37917.0,11237.0,23613,3104,9.8,11.9,30.9,16.9,13.5,29.3,9.5,69.0,25.4,0.0,1.9,0.0,3.7,29.3,1014,60.1,23.5,15.7,0.8,5.1,2017
Midland County,159883,80338,79545,43.2,47.3,5.9,0.4,1.8,0.0,103212,75815.0,3574.0,38545,1300,8.7,11.5,34.4,14.5,23.4,16.7,11.0,85.1,9.8,0.2,0.8,1.6,2.4,19.5,80471,82.9,9.7,7.3,0.2,3.5,2017
Milam County,24479,12194,12285,25.8,62.9,8.4,0.1,0.5,0.0,17688,41768.0,2688.0,22911,1288,16.0,25.5,28.9,17.8,20.5,18.0,14.8,80.8,13.3,0.3,0.6,0.3,4.7,27.2,9527,73.1,19.3,7.4,0.3,5.5,2017
Mills County,4887,2275,2612,18.3,81.3,0.2,0.0,0.1,0.0,3549,46318.0,7679.0,24858,3726,14.9,19.8,29.8,15.5,28.4,12.0,14.4,78.8,7.4,0.0,6.7,0.9,6.2,16.5,2055,71.3,18.4,10.0,0.2,2.9,2017
Mitchell County,8774,5417,3357,39.3,48.7,10.3,0.3,0.4,0.0,6669,52194.0,3002.0,19741,1868,7.9,9.0,32.3,19.2,19.9,14.6,14.1,78.4,17.0,0.3,0.8,0.0,3.4,20.2,2801,66.5,24.3,8.2,1.0,6.4,2017
Montague County,19406,9512,9894,10.7,86.3,0.2,0.3,0.1,0.0,14259,46592.0,4160.0,26278,1905,15.5,21.7,26.0,15.1,22.8,18.9,17.3,83.0,10.3,0.6,1.6,0.4,4.0,24.3,7938,81.5,11.3,6.8,0.5,6.6,2017
Montgomery County,535187,265034,270153,23.0,67.9,4.5,0.1,2.8,0.1,352796,74323.0,1461.0,38012,871,10.3,13.9,39.8,15.3,24.0,10.5,10.5,82.1,9.1,1.2,0.9,1.2,5.5,32.7,249640,81.1,10.7,8.1,0.1,4.9,2017
Moore County,22016,11466,10550,54.1,33.7,3.2,0.3,7.9,0.0,11352,52469.0,3568.0,21372,1142,16.9,26.0,22.1,14.9,15.8,16.5,30.7,75.0,20.6,0.4,2.3,1.1,0.6,16.9,10591,81.6,13.8,4.4,0.3,4.1,2017
Morris County,12530,6022,6508,9.2,65.1,23.6,0.4,0.1,0.1,9333,40227.0,4275.0,22803,2179,15.7,20.9,25.4,21.7,18.1,7.6,27.2,87.1,6.1,0.3,0.7,1.8,4.0,23.8,5044,75.7,17.6,6.6,0.1,9.9,2017
Motley County,1114,575,539,16.3,76.5,3.5,0.0,0.0,0.0,846,40598.0,7989.0,25908,3973,12.2,11.3,35.9,16.0,12.5,22.4,13.3,82.8,6.3,0.8,3.9,0.0,6.1,16.4,513,64.5,17.7,17.7,0.0,8.1,2017
Nacogdoches County,65411,31297,34114,18.9,59.9,17.2,0.3,1.6,0.0,46030,41482.0,2289.0,22589,1150,24.9,32.2,32.1,17.8,23.4,12.5,14.2,79.5,12.5,0.1,3.7,1.3,2.8,20.4,28199,73.4,19.2,7.2,0.2,8.6,2017
Navarro County,48239,23726,24513,26.2,57.3,13.1,0.3,0.6,1.0,31446,45103.0,2407.0,22152,1046,18.8,29.8,27.8,20.3,20.3,12.8,18.7,80.8,12.7,0.4,1.0,0.9,4.3,25.3,20325,75.5,15.8,8.5,0.2,9.4,2017
Newton County,14187,7436,6751,3.5,73.6,21.3,0.2,0.1,0.0,11144,40180.0,5490.0,20800,1616,15.7,19.3,21.6,18.4,23.0,16.6,20.4,79.4,14.6,0.5,0.3,3.0,2.1,37.3,4971,76.9,19.2,3.8,0.0,11.6,2017
Nolan County,14990,7629,7361,36.4,57.0,4.9,0.4,0.3,0.0,10812,42019.0,2694.0,23686,1769,16.8,25.0,27.9,20.1,16.9,14.4,20.8,79.7,13.7,0.0,2.6,2.5,1.5,15.5,6316,74.3,18.5,7.1,0.1,7.1,2017
Nueces County,358484,176836,181648,63.0,30.3,3.6,0.2,1.9,0.1,252113,53317.0,981.0,26780,491,16.7,23.8,29.4,21.3,24.5,13.0,11.8,83.0,10.2,1.3,1.7,1.5,2.3,19.6,165116,77.8,15.3,6.8,0.2,5.9,2017
Ochiltree County,10484,5353,5131,53.0,44.5,0.2,0.7,0.2,0.0,5698,50120.0,4332.0,24157,2387,13.0,14.7,22.9,17.1,19.9,25.7,14.4,76.1,19.1,0.0,2.0,1.8,1.1,18.5,4679,79.1,12.8,7.8,0.3,7.6,2017
Oldham County,2083,1208,875,15.5,75.8,5.6,0.0,0.1,0.0,1289,62426.0,7152.0,25461,7333,11.1,14.6,35.3,15.6,23.6,11.9,13.7,73.2,11.4,0.0,10.1,0.8,4.4,19.0,776,82.5,11.9,5.2,0.5,3.8,2017
Orange County,83909,41505,42404,7.1,81.4,8.3,0.3,1.1,0.0,61569,53667.0,2201.0,27938,1206,14.2,18.7,29.4,15.7,23.3,14.0,17.5,86.6,8.4,0.2,1.7,1.4,1.7,23.9,36743,81.9,13.2,4.7,0.1,6.0,2017
Palo Pinto County,28109,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1,20418,45067.0,2933.0,24840,1490,18.3,28.3,24.3,20.0,22.0,14.1,19.5,81.7,8.0,0.5,2.1,3.2,4.5,23.5,11724,78.6,11.4,9.9,0.1,7.9,2017
Panola County,23574,11635,11939,8.6,73.4,16.3,0.1,0.6,0.0,17245,49704.0,2693.0,26205,2154,15.3,22.3,24.0,16.7,24.9,18.2,16.2,89.2,6.0,0.5,1.8,0.8,1.7,25.9,9855,80.8,11.2,8.0,0.0,3.8,2017
Parker County,125963,62545,63418,11.5,84.4,1.3,0.5,0.5,0.0,91539,70608.0,2107.0,33367,1047,9.2,12.7,38.3,14.0,24.3,12.1,11.3,82.8,9.5,0.2,1.0,1.5,5.1,31.7,58626,76.6,14.6,8.5,0.3,5.5,2017
Parmer County,9871,5065,4806,62.4,35.1,1.6,0.1,0.2,0.0,5688,50410.0,4309.0,21876,1537,17.3,27.6,26.2,13.0,17.2,16.7,26.9,76.7,13.2,0.9,1.7,4.7,2.9,14.2,4411,75.9,14.2,9.6,0.3,2.8,2017
Pecos County,15804,9058,6746,68.5,25.9,4.1,0.6,0.4,0.1,10542,50543.0,6324.0,19088,1217,11.5,11.5,21.3,22.3,18.5,20.0,17.9,79.2,14.3,0.6,1.6,1.1,3.1,19.2,6103,68.3,22.6,8.1,1.0,3.7,2017
Polk County,46974,25288,21686,14.8,70.9,10.4,1.5,0.6,0.1,35008,43267.0,2722.0,23023,985,18.7,32.0,22.8,22.8,23.7,17.9,12.8,77.7,12.4,0.9,1.6,3.5,4.0,29.1,17988,72.6,18.4,8.7,0.3,8.5,2017
Potter County,121230,62467,58763,37.6,45.2,9.3,0.3,5.2,0.1,75898,41852.0,1195.0,21941,858,21.7,29.1,24.2,22.9,22.7,12.3,17.8,79.3,14.7,0.9,1.7,1.1,2.3,17.8,52859,82.7,11.8,5.5,0.0,4.2,2017
Presidio County,7191,3558,3633,81.4,13.6,0.0,0.0,5.0,0.0,3408,26486.0,8419.0,15329,1476,26.3,31.9,28.0,26.1,18.0,22.8,5.1,53.9,18.7,1.2,17.5,2.2,6.5,18.3,2426,55.9,30.3,13.1,0.6,9.8,2017
Rains County,11246,5722,5524,8.7,85.8,1.5,1.0,0.1,0.0,8630,48308.0,4901.0,23976,1572,13.1,17.6,27.0,16.7,23.1,16.9,16.4,80.7,11.8,0.0,2.1,1.8,3.5,34.9,4601,74.0,11.7,14.3,0.0,5.7,2017
Randall County,130552,64149,66403,20.2,73.4,2.8,0.4,1.5,0.1,95349,65564.0,1884.0,32922,753,9.6,11.6,37.3,17.4,26.2,8.9,10.2,84.7,9.7,0.3,1.3,1.0,3.0,19.1,68640,75.3,16.3,8.3,0.1,3.7,2017
Reagan County,3735,1986,1749,70.1,28.9,0.7,0.0,0.0,0.0,2166,59760.0,22731.0,25273,2662,18.0,30.5,19.7,9.0,25.9,25.8,19.6,80.4,14.6,0.0,1.3,1.2,2.5,16.6,1752,74.3,16.8,9.0,0.0,3.9,2017
Real County,3358,1553,1805,19.8,80.0,0.2,0.0,0.0,0.0,2579,36493.0,6844.0,20873,2757,20.2,33.6,28.9,23.6,29.7,13.6,4.3,62.6,13.9,0.0,7.1,5.0,11.4,16.3,1281,73.4,10.7,15.9,0.0,6.1,2017
Red River County,12353,5803,6550,7.3,73.1,17.6,0.2,0.0,0.0,9753,35356.0,2876.0,21177,1417,16.5,18.5,26.5,18.7,20.1,14.5,20.3,83.0,8.2,0.0,2.8,1.8,4.2,30.7,4770,71.0,19.2,9.8,0.0,9.0,2017
Reeves County,14791,8938,5853,75.0,18.2,4.5,0.4,1.1,0.0,8930,49390.0,6945.0,18992,1651,13.2,16.1,22.5,21.0,20.1,15.9,20.5,84.9,8.9,0.0,1.9,1.3,2.9,16.8,5140,70.3,25.9,3.8,0.0,8.0,2017
Refugio County,7293,3617,3676,49.7,42.3,5.0,0.1,0.1,0.0,5487,50338.0,6218.0,23959,1587,16.6,28.2,24.1,25.7,16.3,17.4,16.4,82.9,12.5,0.0,2.3,0.3,2.1,22.7,2961,74.8,14.8,10.4,0.0,7.9,2017
Roberts County,889,404,485,7.4,90.6,0.0,0.0,0.4,0.0,625,79167.0,8098.0,34555,5327,3.3,7.3,46.2,15.2,14.2,9.3,15.2,77.7,13.7,0.0,2.3,0.0,6.3,22.2,409,58.2,24.0,17.8,0.0,2.4,2017
Robertson County,16727,8291,8436,20.2,57.9,19.7,0.2,0.3,0.1,11889,52189.0,5130.0,23337,1593,15.2,21.2,30.1,16.1,21.2,16.0,16.6,80.2,12.6,0.0,2.5,1.2,3.5,24.4,7180,72.1,19.8,8.0,0.1,7.7,2017
Rockwall County,90414,44463,45951,17.1,72.3,6.0,0.2,2.4,0.0,61266,93269.0,3672.0,38933,1286,5.8,7.5,47.5,13.2,24.1,7.3,8.0,81.6,9.6,0.8,0.5,1.7,5.9,33.4,44335,79.9,14.5,5.5,0.1,4.9,2017
Runnels County,10266,5050,5216,33.8,62.3,1.3,0.4,1.1,0.0,7659,41226.0,3957.0,22190,1490,16.3,20.2,31.1,15.2,21.8,17.9,14.0,82.9,11.0,0.0,2.6,0.6,2.8,21.9,4184,68.5,21.5,9.6,0.5,3.2,2017
Rusk County,53026,27810,25216,16.1,64.7,17.0,0.2,0.5,0.0,38227,49270.0,2855.0,23521,951,15.8,23.1,26.7,18.2,20.7,15.9,18.5,86.7,8.5,0.0,0.9,0.6,3.3,24.3,20340,79.8,13.1,6.8,0.3,5.7,2017
Sabine County,10429,5232,5197,4.0,86.1,7.6,0.0,0.1,0.0,8477,33561.0,2735.0,20876,1771,20.0,36.2,18.7,19.2,29.8,14.9,17.3,86.9,4.8,0.3,3.5,0.5,4.1,22.2,3379,75.2,13.9,8.6,2.3,7.1,2017
San Augustine County,8403,4154,4249,6.9,68.8,20.8,1.5,0.0,0.0,6517,32394.0,6068.0,21066,2875,24.4,37.4,28.1,15.0,23.3,12.2,21.3,83.9,11.1,0.0,0.9,1.2,3.0,26.7,2493,81.3,9.3,9.4,0.0,13.4,2017
San Jacinto County,27436,13563,13873,12.5,74.9,10.7,0.5,0.0,0.0,20605,43421.0,5938.0,22308,1550,17.2,22.0,22.0,17.4,23.8,22.4,14.4,80.1,13.3,0.0,1.1,2.9,2.6,41.3,10221,77.3,15.0,7.6,0.1,6.5,2017
San Patricio County,66867,33592,33275,56.8,39.4,1.5,0.2,1.0,0.0,46088,53332.0,2067.0,24613,860,15.2,22.0,26.0,20.0,21.8,18.2,14.0,84.3,9.5,0.2,1.5,1.3,3.2,23.6,28869,77.9,17.1,4.9,0.2,4.9,2017
San Saba County,5851,2949,2902,29.7,65.3,2.8,0.0,0.0,0.0,4169,40301.0,4626.0,22481,2996,17.4,33.3,29.0,16.8,14.8,24.5,14.9,69.3,22.5,0.0,2.2,1.9,4.1,25.8,2475,70.1,16.4,13.1,0.4,3.2,2017
Schleicher County,3122,1572,1550,51.8,47.7,0.3,0.0,0.1,0.0,1961,63432.0,8717.0,28112,4832,10.2,9.9,29.2,16.5,16.3,21.2,16.7,78.6,15.2,0.7,0.0,1.0,4.5,29.0,1475,67.2,26.8,6.0,0.0,6.3,2017
Scurry County,17346,9446,7900,39.7,53.6,4.5,0.1,0.2,0.0,12385,54565.0,5212.0,24140,1725,12.8,17.2,23.7,17.4,23.3,20.7,15.0,82.2,12.8,0.3,1.0,2.0,1.6,16.6,6772,77.0,13.1,9.8,0.2,4.6,2017
Shackelford County,3348,1677,1671,11.7,85.6,0.2,0.3,0.2,0.0,2505,46685.0,7316.0,24296,2570,17.7,20.6,33.4,17.7,26.0,14.7,8.2,82.3,11.5,0.0,1.5,4.1,0.5,20.7,1508,72.3,17.5,9.9,0.3,7.0,2017
Shelby County,25689,12740,12949,17.8,62.1,18.8,0.2,0.5,0.1,17069,38121.0,2400.0,20686,1236,23.1,37.0,26.8,15.9,17.8,21.8,17.6,76.6,17.6,0.5,1.7,0.9,2.8,26.3,9432,74.9,15.7,9.1,0.3,7.4,2017
Sherman County,3067,1590,1477,43.3,55.8,0.3,0.2,0.0,0.0,1967,54961.0,4119.0,25358,2477,14.8,24.6,29.2,8.2,19.3,19.4,23.9,76.7,14.7,0.4,4.5,1.3,2.4,20.1,1604,74.4,13.5,12.1,0.0,1.5,2017
Smith County,222277,107355,114922,19.0,60.3,17.4,0.3,1.6,0.1,155626,50742.0,1276.0,26270,684,16.3,22.1,33.0,19.2,23.0,10.7,14.1,83.7,9.5,0.2,1.0,2.2,3.4,23.8,98488,81.8,12.0,6.0,0.2,6.5,2017
Somervell County,8650,4155,4495,19.1,78.7,0.6,0.3,0.0,0.6,6383,52346.0,8689.0,27095,2855,21.5,34.4,34.8,14.4,22.2,16.5,12.1,78.9,17.0,0.3,1.2,1.2,1.4,28.3,3671,81.3,11.9,6.1,0.7,2.8,2017
Starr County,63420,30815,32605,99.2,0.6,0.0,0.0,0.1,0.0,29308,27133.0,1554.0,13167,854,35.0,45.7,22.3,30.5,17.6,17.9,11.8,69.0,20.2,0.4,4.5,0.8,5.2,23.1,21423,67.9,22.5,8.3,1.2,15.0,2017
Stephens County,9365,4826,4539,23.2,72.1,2.2,0.6,0.5,0.0,6896,45862.0,3667.0,23044,1813,21.3,32.7,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3.0,2.3,19.5,3730,72.8,14.6,12.5,0.0,4.7,2017
Sterling County,1139,608,531,40.8,57.4,0.3,0.0,0.0,0.0,757,50000.0,13092.0,25675,4446,17.0,37.1,32.2,15.1,23.3,10.3,19.0,77.4,0.6,0.0,1.0,9.4,11.6,21.0,515,61.9,23.5,14.6,0.0,2.6,2017
Stonewall County,1084,555,529,22.7,72.6,3.5,0.0,0.0,0.0,823,46786.0,13949.0,28063,4263,13.9,20.1,34.8,16.7,16.1,16.7,15.6,84.1,12.5,0.0,0.0,1.8,1.6,17.7,442,54.3,30.5,13.1,2.0,2.4,2017
Sutton County,3894,2127,1767,59.4,39.2,0.1,0.0,0.0,1.0,2658,60996.0,5615.0,31603,4027,6.5,5.5,31.6,13.0,18.6,19.6,17.2,84.3,9.6,0.0,1.4,0.4,4.3,19.7,1827,75.0,13.7,11.1,0.2,5.9,2017
Swisher County,7541,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,5179,37883.0,4612.0,18878,2348,22.2,30.8,30.3,19.2,22.0,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,2704,72.1,15.3,12.5,0.0,5.9,2017
Tarrant County,1983675,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,1270469,62532.0,457.0,30857,257,13.5,19.4,36.6,16.2,25.2,9.0,13.0,82.5,10.2,0.6,1.2,1.2,4.3,27.0,974947,83.0,11.3,5.6,0.1,5.4,2017
Taylor County,135371,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,98253,49161.0,2217.0,25419,673,16.1,20.6,30.6,22.3,25.0,11.5,10.6,81.1,10.3,0.6,2.2,1.0,4.8,16.9,62872,78.0,15.7,6.0,0.2,4.4,2017
Terrell County,721,357,364,56.3,33.1,3.2,0.7,0.0,0.0,546,26063.0,5567.0,21204,4392,17.1,14.0,33.1,25.0,10.8,12.3,18.8,83.8,4.6,0.0,1.5,0.0,10.0,30.0,260,50.4,29.2,20.4,0.0,6.8,2017
Terry County,12755,6753,6002,53.8,40.8,4.6,0.2,0.0,0.0,8567,42441.0,5680.0,21938,3713,13.7,21.1,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,4556,74.8,17.2,8.0,0.0,9.4,2017
Throckmorton County,1541,705,836,15.8,82.5,0.1,0.0,0.3,0.0,1218,37279.0,7356.0,27732,4961,17.1,19.6,35.1,13.3,22.7,14.1,14.8,84.7,7.8,0.2,0.5,0.5,6.4,22.2,661,65.4,19.5,15.1,0.0,5.2,2017
Titus County,32664,16055,16609,42.1,46.3,9.1,0.2,0.8,0.0,18900,46980.0,2674.0,21090,1364,19.3,29.4,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307,83.5,9.9,6.5,0.1,6.1,2017
Tom Green County,116906,57848,59058,38.8,54.3,4.0,0.2,1.1,0.0,85961,49662.0,2089.0,27513,1193,12.9,17.2,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414,77.1,15.9,7.0,0.1,3.8,2017
Travis County,1176584,593319,583265,33.9,49.3,7.9,0.2,6.3,0.0,783460,68350.0,751.0,38820,418,13.9,18.8,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,645807,77.7,14.9,7.3,0.1,4.5,2017
Trinity County,14481,6959,7522,9.3,79.1,9.5,0.3,0.4,0.0,11188,37398.0,3180.0,20369,1260,18.4,30.0,27.5,23.0,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1.0,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2,2017
Tyler County,21456,11726,9730,7.3,79.6,10.8,0.1,0.3,0.0,17064,44396.0,4682.0,21172,1438,15.8,23.8,23.6,21.0,22.5,16.8,16.1,83.3,7.5,0.0,1.0,3.1,5.0,35.7,6746,77.7,17.9,4.2,0.2,9.5,2017
Upshur County,40506,20035,20471,8.1,80.7,8.9,0.7,0.2,0.0,29790,48796.0,2647.0,24088,1297,13.8,20.3,29.1,15.6,25.2,13.1,17.0,83.5,10.3,0.2,0.7,1.3,4.0,27.8,16720,80.1,12.4,7.2,0.3,8.3,2017
Upton County,3575,1747,1828,49.7,43.0,6.7,0.1,0.3,0.0,2290,52750.0,5566.0,25290,3206,18.0,24.0,27.4,12.3,18.5,24.3,17.5,86.1,8.3,0.4,1.3,1.2,2.7,20.9,1398,69.7,22.5,7.8,0.0,1.1,2017
Uvalde County,27015,13188,13827,70.9,27.1,0.1,0.4,1.0,0.0,17424,40781.0,3100.0,19146,921,17.9,27.7,24.1,22.3,22.0,18.2,13.4,84.4,10.2,0.0,1.1,1.4,2.9,18.5,11605,70.6,20.6,8.8,0.0,5.9,2017
Val Verde County,48976,24836,24140,81.4,15.9,1.1,0.1,0.5,0.1,28860,44609.0,2594.0,20160,1240,20.9,27.1,25.5,21.5,23.1,15.2,14.7,76.9,12.8,0.4,3.0,3.4,3.5,19.0,18667,68.0,26.4,5.5,0.1,6.6,2017
Van Zandt County,53607,26307,27300,10.3,84.3,2.6,0.5,0.5,0.1,39666,50061.0,2093.0,25394,1208,14.2,20.3,30.0,19.8,22.7,14.6,13.0,80.5,11.4,0.1,1.0,0.8,6.4,34.4,22384,74.5,15.0,10.3,0.3,5.9,2017
Victoria County,91518,44790,46728,46.0,45.4,5.8,0.1,1.1,0.0,64245,55740.0,2218.0,28181,1001,14.8,20.8,30.0,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20.0,43077,80.5,11.4,7.8,0.3,5.1,2017
Walker County,70818,41435,29383,17.8,56.9,22.9,0.3,1.2,0.0,56277,41456.0,1745.0,17194,1111,24.3,24.3,31.7,27.7,22.1,8.8,9.7,82.0,8.6,0.1,3.9,1.6,3.8,25.8,24044,60.9,35.0,3.9,0.2,3.4,2017
Waller County,48443,24209,24234,29.4,43.0,24.9,0.1,0.7,0.0,32066,53506.0,4971.0,23888,1274,18.0,25.1,26.5,21.5,25.0,14.0,13.0,78.7,10.8,0.9,3.9,1.4,4.4,30.0,21837,75.6,15.9,7.9,0.6,7.8,2017
Ward County,11498,5790,5708,52.2,41.4,4.8,0.6,0.3,0.0,7730,63333.0,5589.0,26860,2095,11.6,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0.0,1.5,3.0,4.1,21.7,4823,75.1,17.3,7.5,0.1,6.1,2017
Washington County,34667,17199,17468,15.5,64.5,17.0,0.3,1.8,0.1,25423,55793.0,4336.0,28517,2309,13.2,20.8,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1.0,0.9,3.5,21.5,14897,74.0,15.9,10.1,0.0,6.2,2017
Webb County,269624,131657,137967,95.5,3.5,0.3,0.1,0.5,0.0,130541,40442.0,1234.0,16316,420,31.5,42.0,26.2,22.9,28.0,10.2,12.7,81.4,11.9,1.1,1.7,1.2,2.7,21.7,102713,75.5,17.3,6.9,0.3,5.7,2017
