CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)","Dedicated Veteran Beds (ES, TH, SH)","Dedicated Youth Beds (ES, TH, SH)",Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Dedicated Veteran Beds (ES),Dedicated Youth Beds (ES),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Dedicated Veteran Beds (TH),Dedicated Youth Beds (TH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Dedicated Veteran Beds (SH),Dedicated Youth Beds (SH),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Dedicated Veteran Beds (RRH),Dedicated Youth Beds (RRH),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Dedicated Veteran Beds (PSH),Dedicated Youth Beds (PSH),Dedicated Chronically Homeless Beds (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH),Dedicated Veteran Beds (OPH),Dedicated Youth Beds (OPH),"(percentage) HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",(percentage) HMIS Participation Rate for Year-Round Beds (ES),(percentage) HMIS Participation Rate for Year-Round Beds (TH),(percentage) HMIS Participation Rate for Year-Round Beds (RRH),(percentage) HMIS Participation Rate for Year-Round Beds (PSH)
18.0,1865.0,1403.0,771.0,1556.0,309.0,0.0,201.0,713.0,1120.0,32.0,81.0,64.0,1145.0,533.0,155.0,74.0,163.0,582.0,942.0,32.0,4.0,32.0,258.0,238.0,38.0,131.0,178.0,0.0,77.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,493.0,493.0,156.0,521.0,228.0,0.0,67.0,33.0,1101.0,952.0,750.0,204.0,549.0,552.0,0.0,202.0,0.0,811.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,41.34,34.25,77.02,65.82,68.12
18.0,938.0,843.0,778.0,661.0,277.0,0.0,92.0,288.0,644.0,6.0,164.0,52.0,566.0,533.0,51.0,76.0,64.0,214.0,441.0,6.0,10.0,12.0,277.0,245.0,28.0,74.0,203.0,0.0,154.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,367.0,367.0,84.0,303.0,78.0,0.0,79.0,86.0,1668.0,1668.0,1668.0,183.0,691.0,977.0,0.0,408.0,50.0,253.0,235.0,235.0,225.0,38.0,137.0,98.0,0.0,0.0,0.0,82.94,80.64,88.45,96.33,100.0
18.0,519.0,477.0,343.0,448.0,71.0,0.0,31.0,101.0,414.0,4.0,82.0,9.0,406.0,272.0,14.0,150.0,31.0,101.0,343.0,4.0,16.0,4.0,71.0,71.0,0.0,0.0,71.0,0.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,124.0,132.0,17.0,68.0,64.0,0.0,31.0,13.0,418.0,418.0,418.0,36.0,128.0,290.0,0.0,315.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.09,60.71,100.0,100.0,100.0
19.0,249.0,175.0,175.0,179.0,63.0,7.0,34.0,113.0,136.0,0.0,21.0,0.0,123.0,123.0,0.0,8.0,22.0,76.0,103.0,0.0,8.0,0.0,45.0,45.0,12.0,37.0,26.0,0.0,6.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,152.0,134.0,134.0,30.0,114.0,38.0,0.0,0.0,0.0,320.0,292.0,157.0,28.0,81.0,239.0,0.0,135.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.28,68.72,71.43,88.16,49.06
19.0,330.0,311.0,311.0,253.0,52.0,25.0,36.0,140.0,184.0,6.0,95.0,10.0,234.0,234.0,0.0,4.0,36.0,140.0,107.0,6.0,24.0,10.0,52.0,52.0,0.0,0.0,52.0,0.0,46.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,152.0,152.0,152.0,32.0,114.0,38.0,0.0,62.0,0.0,565.0,565.0,329.0,63.0,193.0,372.0,0.0,236.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.24,92.49,100.0,100.0,58.23
19.0,1001.0,964.0,952.0,704.0,272.0,25.0,71.0,196.0,803.0,2.0,128.0,117.0,667.0,655.0,0.0,11.0,47.0,118.0,584.0,2.0,0.0,65.0,272.0,272.0,24.0,78.0,194.0,0.0,118.0,52.0,25.0,25.0,0.0,0.0,25.0,0.0,10.0,0.0,796.0,714.0,736.0,170.0,529.0,267.0,0.0,147.0,70.0,3289.0,3277.0,3257.0,269.0,777.0,2512.0,0.0,698.0,27.0,2110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1,93.04,100.0,92.46,99.03
19.0,153.0,90.0,84.0,90.0,63.0,0.0,19.0,55.0,92.0,6.0,0.0,21.0,56.0,56.0,0.0,0.0,7.0,23.0,61.0,6.0,0.0,6.0,34.0,28.0,12.0,32.0,31.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,83.0,83.0,30.0,122.0,32.0,0.0,24.0,23.0,60.0,60.0,60.0,4.0,9.0,51.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9,62.22,44.44,53.9,100.0
19.0,97.0,87.0,71.0,47.0,50.0,0.0,5.0,16.0,81.0,0.0,34.0,0.0,37.0,25.0,0.0,0.0,5.0,16.0,31.0,0.0,0.0,0.0,50.0,46.0,0.0,0.0,50.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,46.0,46.0,9.0,22.0,32.0,0.0,0.0,0.0,302.0,302.0,270.0,33.0,96.0,206.0,0.0,52.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2,53.19,92.0,85.19,89.4
19.0,118.0,118.0,64.0,58.0,60.0,0.0,3.0,28.0,90.0,0.0,16.0,0.0,58.0,34.0,0.0,34.0,2.0,8.0,50.0,0.0,16.0,0.0,60.0,30.0,1.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,46.0,6.0,33.0,13.0,0.0,6.0,0.0,220.0,220.0,52.0,18.0,51.0,169.0,0.0,168.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.24,58.62,50.0,100.0,23.64
19.0,632.0,515.0,382.0,417.0,170.0,45.0,55.0,185.0,429.0,18.0,78.0,46.0,300.0,190.0,0.0,11.0,55.0,185.0,214.0,18.0,4.0,18.0,170.0,147.0,0.0,0.0,170.0,0.0,29.0,28.0,45.0,45.0,0.0,0.0,45.0,0.0,45.0,0.0,445.0,445.0,445.0,88.0,277.0,168.0,0.0,64.0,26.0,671.0,630.0,630.0,119.0,331.0,340.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.44,45.56,86.47,100.0,93.89
20.0,6044.0,5912.0,5846.0,5458.0,545.0,41.0,1313.0,4120.0,1920.0,4.0,129.0,33.0,5382.0,5358.0,76.0,189.0,1241.0,3986.0,1468.0,4.0,23.0,22.0,489.0,447.0,72.0,134.0,411.0,0.0,85.0,11.0,41.0,41.0,0.0,0.0,41.0,0.0,21.0,0.0,1598.0,1576.0,1576.0,438.0,1181.0,417.0,0.0,188.0,28.0,5496.0,5487.0,5095.0,811.0,1445.0,4051.0,0.0,1505.0,26.0,3896.0,4093.0,4083.0,2721.0,1421.0,3364.0,729.0,0.0,10.0,0.0,96.72,98.17,82.02,98.62,92.7
20.0,288.0,275.0,275.0,232.0,56.0,0.0,78.0,179.0,109.0,0.0,6.0,0.0,219.0,219.0,25.0,0.0,78.0,179.0,53.0,0.0,0.0,0.0,56.0,56.0,0.0,0.0,56.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,19.0,18.0,43.0,19.0,0.0,5.0,0.0,267.0,267.0,267.0,19.0,44.0,223.0,0.0,49.0,0.0,131.0,39.0,39.0,33.0,0.0,0.0,39.0,0.0,0.0,0.0,95.49,94.4,100.0,30.65,100.0
20.0,2820.0,2644.0,2591.0,2678.0,135.0,7.0,645.0,2533.0,283.0,4.0,11.0,15.0,2611.0,2569.0,0.0,3.0,612.0,2434.0,240.0,4.0,0.0,10.0,26.0,15.0,33.0,99.0,36.0,0.0,11.0,5.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,1095.0,1095.0,187.0,342.0,1057.0,38.0,0.0,0.0,23.0,1003.0,1003.0,716.0,146.0,383.0,620.0,0.0,381.0,18.0,902.0,168.0,168.0,168.0,35.0,112.0,56.0,0.0,0.0,10.0,91.88,95.93,11.11,17.08,71.39
20.0,395.0,353.0,344.0,298.0,85.0,12.0,68.0,259.0,128.0,8.0,44.0,8.0,270.0,261.0,30.0,0.0,62.0,246.0,44.0,8.0,0.0,8.0,71.0,71.0,6.0,13.0,72.0,0.0,32.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,12.0,0.0,172.0,172.0,157.0,72.0,162.0,10.0,0.0,0.0,0.0,302.0,302.0,242.0,93.0,202.0,100.0,0.0,60.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.09,87.58,83.53,91.28,80.13
20.0,1390.0,1325.0,1297.0,980.0,397.0,13.0,302.0,982.0,401.0,7.0,137.0,85.0,915.0,899.0,50.0,40.0,256.0,843.0,131.0,6.0,6.0,6.0,397.0,385.0,46.0,139.0,257.0,1.0,131.0,79.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,571.0,571.0,571.0,169.0,499.0,72.0,0.0,0.0,7.0,919.0,919.0,655.0,173.0,423.0,496.0,0.0,279.0,0.0,220.0,33.0,33.0,28.0,0.0,0.0,33.0,0.0,0.0,0.0,93.31,91.73,96.98,100.0,71.27
20.0,488.0,467.0,467.0,250.0,238.0,0.0,50.0,176.0,312.0,0.0,219.0,12.0,229.0,229.0,83.0,9.0,48.0,170.0,80.0,0.0,20.0,0.0,238.0,238.0,2.0,6.0,232.0,0.0,199.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,47.0,141.0,34.0,0.0,20.0,2.0,634.0,634.0,278.0,39.0,122.0,512.0,0.0,428.0,38.0,113.0,47.0,47.0,41.0,0.0,0.0,47.0,0.0,0.0,0.0,95.7,91.6,100.0,100.0,43.85
20.0,364.0,338.0,313.0,247.0,117.0,0.0,60.0,154.0,210.0,0.0,0.0,0.0,233.0,233.0,95.0,26.0,29.0,66.0,181.0,0.0,0.0,0.0,105.0,80.0,31.0,88.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,41.0,41.0,10.0,29.0,17.0,0.0,0.0,4.0,480.0,462.0,282.0,24.0,57.0,423.0,0.0,165.0,0.0,153.0,118.0,113.0,22.0,5.0,16.0,102.0,0.0,0.0,0.0,85.99,94.33,68.38,89.13,58.75
20.0,610.0,593.0,593.0,545.0,65.0,0.0,169.0,438.0,172.0,0.0,25.0,0.0,528.0,528.0,0.0,14.0,161.0,420.0,125.0,0.0,0.0,0.0,65.0,65.0,8.0,18.0,47.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,256.0,106.0,69.0,205.0,51.0,0.0,0.0,0.0,444.0,444.0,243.0,50.0,183.0,261.0,0.0,287.0,0.0,444.0,188.0,188.0,138.0,36.0,119.0,69.0,0.0,17.0,0.0,97.21,96.88,100.0,41.41,54.73
20.0,272.0,259.0,235.0,248.0,24.0,0.0,76.0,250.0,22.0,0.0,0.0,0.0,235.0,235.0,20.0,30.0,66.0,226.0,22.0,0.0,0.0,0.0,24.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,189.0,189.0,59.0,178.0,11.0,0.0,0.0,0.0,198.0,198.0,198.0,31.0,100.0,98.0,0.0,29.0,11.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,94.76,0.0,100.0,100.0
20.0,2652.0,2326.0,2024.0,2276.0,376.0,0.0,728.0,2173.0,475.0,4.0,102.0,37.0,2117.0,1959.0,108.0,52.0,633.0,1935.0,337.0,4.0,6.0,4.0,209.0,65.0,95.0,238.0,138.0,0.0,96.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,730.0,54.0,181.0,537.0,193.0,0.0,158.0,0.0,1556.0,1528.0,885.0,201.0,650.0,906.0,0.0,599.0,22.0,690.0,305.0,299.0,85.0,40.0,111.0,194.0,0.0,56.0,4.0,76.32,86.07,17.29,7.4,56.88
21.0,144.0,116.0,90.0,93.0,51.0,0.0,24.0,101.0,43.0,0.0,0.0,0.0,65.0,39.0,22.0,3.0,11.0,56.0,37.0,0.0,0.0,0.0,51.0,51.0,13.0,45.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,5.0,16.0,8.0,0.0,0.0,0.0,88.0,88.0,88.0,14.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,41.94,100.0,100.0,100.0
21.0,2140.0,2057.0,1444.0,1135.0,975.0,30.0,111.0,438.0,1702.0,0.0,343.0,42.0,1080.0,876.0,0.0,171.0,58.0,277.0,858.0,0.0,76.0,21.0,947.0,538.0,53.0,161.0,814.0,0.0,257.0,21.0,30.0,30.0,0.0,0.0,30.0,0.0,10.0,0.0,291.0,277.0,277.0,68.0,180.0,111.0,0.0,68.0,48.0,3224.0,3224.0,2491.0,452.0,1404.0,1820.0,0.0,831.0,48.0,2109.0,1486.0,1486.0,0.0,308.0,752.0,734.0,0.0,0.0,0.0,67.48,77.18,55.18,95.19,77.26
21.0,137.0,109.0,104.0,108.0,29.0,0.0,59.0,102.0,35.0,0.0,0.0,0.0,80.0,75.0,40.0,9.0,43.0,73.0,35.0,0.0,0.0,0.0,29.0,29.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,8.0,32.0,0.0,0.0,0.0,0.0,165.0,165.0,165.0,40.0,113.0,52.0,0.0,15.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.91,69.44,100.0,100.0,100.0
21.0,143.0,143.0,143.0,129.0,14.0,0.0,28.0,86.0,57.0,0.0,6.0,0.0,129.0,129.0,81.0,17.0,25.0,78.0,51.0,0.0,0.0,0.0,14.0,14.0,3.0,8.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,9.0,24.0,18.0,0.0,0.0,0.0,265.0,265.0,265.0,22.0,72.0,193.0,0.0,11.0,0.0,196.0,54.0,54.0,54.0,10.0,35.0,19.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
21.0,595.0,556.0,556.0,519.0,76.0,0.0,61.0,455.0,140.0,0.0,0.0,0.0,486.0,486.0,108.0,0.0,39.0,379.0,140.0,0.0,0.0,0.0,70.0,70.0,22.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0,30.0,94.0,81.0,0.0,11.0,0.0,597.0,597.0,289.0,59.0,155.0,442.0,0.0,312.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.45,93.64,92.11,100.0,48.41
21.0,121.0,99.0,99.0,22.0,99.0,0.0,18.0,77.0,44.0,0.0,29.0,0.0,0.0,0.0,25.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,99.0,99.0,17.0,55.0,44.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,15.0,5.0,15.0,5.0,0.0,0.0,0.0,121.0,121.0,26.0,2.0,6.0,115.0,0.0,95.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,0.0,100.0,75.0,21.49
21.0,211.0,184.0,174.0,198.0,13.0,0.0,45.0,154.0,51.0,6.0,0.0,6.0,174.0,174.0,95.0,9.0,44.0,152.0,40.0,6.0,0.0,6.0,10.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,35.0,8.0,31.0,11.0,0.0,3.0,0.0,318.0,311.0,311.0,53.0,189.0,129.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46,87.88,0.0,83.33,97.8
21.0,252.0,223.0,223.0,151.0,101.0,0.0,50.0,117.0,135.0,0.0,0.0,0.0,122.0,122.0,0.0,11.0,13.0,56.0,95.0,0.0,0.0,0.0,101.0,101.0,37.0,61.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,68.0,23.0,68.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,3.0,6.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49,80.79,100.0,100.0,100.0
21.0,103.0,103.0,103.0,80.0,23.0,0.0,27.0,72.0,31.0,0.0,0.0,0.0,80.0,80.0,61.0,0.0,22.0,57.0,23.0,0.0,0.0,0.0,23.0,23.0,5.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,82.0,21.0,65.0,21.0,0.0,4.0,0.0,100.0,100.0,100.0,15.0,47.0,53.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,95.35,100.0
21.0,153.0,113.0,113.0,128.0,25.0,0.0,15.0,86.0,67.0,0.0,25.0,0.0,88.0,88.0,42.0,0.0,15.0,86.0,42.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,1.0,5.0,21.0,8.0,0.0,1.0,0.0,87.0,87.0,87.0,15.0,46.0,41.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.86,68.75,100.0,3.45,100.0
21.0,247.0,236.0,236.0,208.0,39.0,0.0,36.0,123.0,124.0,0.0,3.0,0.0,197.0,197.0,40.0,6.0,26.0,98.0,110.0,0.0,3.0,0.0,39.0,39.0,10.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,98.0,21.0,77.0,21.0,0.0,8.0,0.0,277.0,277.0,277.0,35.0,132.0,145.0,0.0,85.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.55,94.71,100.0,100.0,100.0
21.0,381.0,381.0,381.0,224.0,157.0,0.0,66.0,252.0,126.0,3.0,15.0,29.0,224.0,224.0,28.0,0.0,19.0,121.0,100.0,3.0,15.0,6.0,157.0,157.0,47.0,131.0,26.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,8.0,23.0,37.0,0.0,0.0,0.0,301.0,301.0,301.0,42.0,144.0,157.0,0.0,0.0,0.0,176.0,186.0,186.0,186.0,64.0,150.0,36.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
21.0,384.0,304.0,304.0,279.0,101.0,4.0,50.0,176.0,208.0,0.0,4.0,7.0,219.0,219.0,63.0,246.0,43.0,138.0,141.0,0.0,0.0,0.0,81.0,81.0,7.0,38.0,63.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,371.0,371.0,371.0,106.0,310.0,61.0,0.0,10.0,49.0,2155.0,2155.0,2004.0,333.0,1197.0,958.0,0.0,194.0,3.0,401.0,166.0,166.0,166.0,36.0,122.0,44.0,0.0,0.0,0.0,79.17,78.49,80.2,100.0,92.99
22.0,2348.0,2050.0,1886.0,1241.0,1092.0,15.0,342.0,1035.0,1293.0,20.0,68.0,99.0,1081.0,925.0,0.0,177.0,163.0,522.0,703.0,16.0,14.0,57.0,954.0,946.0,179.0,513.0,575.0,4.0,54.0,42.0,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,309.0,309.0,309.0,67.0,209.0,100.0,0.0,0.0,0.0,2404.0,2396.0,2375.0,307.0,960.0,1444.0,0.0,311.0,4.0,261.0,114.0,38.0,38.0,28.0,103.0,11.0,0.0,0.0,0.0,80.32,74.54,86.63,100.0,98.79
23.0,1810.0,843.0,552.0,1387.0,423.0,0.0,333.0,1044.0,752.0,14.0,26.0,39.0,753.0,495.0,129.0,16.0,219.0,693.0,686.0,8.0,2.0,13.0,90.0,57.0,114.0,351.0,66.0,6.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0,1210.0,1210.0,271.0,927.0,283.0,0.0,63.0,0.0,517.0,517.0,361.0,76.0,256.0,261.0,0.0,156.0,0.0,43.0,61.0,61.0,61.0,15.0,59.0,2.0,0.0,1.0,0.0,30.5,35.69,13.48,100.0,69.83
23.0,1478.0,1403.0,1403.0,867.0,577.0,34.0,154.0,480.0,994.0,4.0,321.0,111.0,800.0,800.0,302.0,33.0,82.0,311.0,552.0,4.0,36.0,9.0,569.0,569.0,72.0,169.0,408.0,0.0,251.0,102.0,34.0,34.0,0.0,0.0,34.0,0.0,34.0,0.0,853.0,837.0,837.0,200.0,706.0,147.0,0.0,75.0,67.0,2855.0,2855.0,2300.0,354.0,983.0,1872.0,0.0,715.0,0.0,2138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.93,92.27,98.61,98.12,80.56
23.0,260.0,161.0,157.0,162.0,88.0,10.0,47.0,175.0,85.0,0.0,20.0,0.0,113.0,109.0,0.0,0.0,32.0,125.0,37.0,0.0,0.0,0.0,38.0,38.0,15.0,50.0,38.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,119.0,119.0,119.0,32.0,89.0,30.0,0.0,19.0,0.0,624.0,624.0,624.0,125.0,405.0,219.0,0.0,195.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.38,67.28,43.18,100.0,100.0
23.0,226.0,187.0,177.0,190.0,36.0,0.0,49.0,124.0,96.0,6.0,0.0,12.0,151.0,151.0,53.0,0.0,40.0,98.0,86.0,6.0,0.0,6.0,36.0,26.0,9.0,26.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,5.0,16.0,12.0,0.0,3.0,0.0,225.0,225.0,112.0,41.0,100.0,125.0,0.0,113.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.32,79.47,72.22,100.0,49.78
23.0,285.0,230.0,230.0,170.0,115.0,0.0,47.0,155.0,118.0,12.0,0.0,37.0,115.0,115.0,82.0,2.0,17.0,60.0,100.0,10.0,0.0,10.0,115.0,115.0,30.0,95.0,18.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,254.0,254.0,58.0,222.0,32.0,0.0,11.0,0.0,665.0,665.0,606.0,93.0,319.0,346.0,0.0,59.0,0.0,272.0,45.0,45.0,0.0,8.0,38.0,7.0,0.0,0.0,0.0,80.7,67.65,100.0,100.0,91.13
23.0,323.0,296.0,280.0,263.0,60.0,0.0,38.0,182.0,131.0,10.0,22.0,36.0,236.0,236.0,69.0,0.0,31.0,158.0,95.0,10.0,0.0,10.0,60.0,44.0,7.0,24.0,36.0,0.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,108.0,27.0,63.0,85.0,0.0,28.0,32.0,276.0,276.0,276.0,60.0,181.0,95.0,0.0,10.0,107.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.69,89.73,73.33,72.97,100.0
23.0,1072.0,862.0,827.0,800.0,272.0,0.0,127.0,445.0,612.0,15.0,57.0,82.0,717.0,717.0,40.0,21.0,72.0,281.0,504.0,15.0,18.0,15.0,145.0,110.0,55.0,164.0,108.0,0.0,39.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,352.0,379.0,104.0,331.0,67.0,0.0,16.0,127.0,1039.0,1039.0,730.0,150.0,430.0,609.0,0.0,320.0,10.0,343.0,80.0,80.0,80.0,15.0,44.0,36.0,0.0,0.0,7.0,77.15,89.63,40.44,95.23,70.26
23.0,713.0,639.0,639.0,661.0,52.0,0.0,74.0,250.0,454.0,9.0,0.0,29.0,619.0,619.0,0.0,0.0,54.0,206.0,446.0,9.0,0.0,9.0,20.0,20.0,20.0,44.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,28.0,76.0,10.0,0.0,3.0,0.0,462.0,441.0,441.0,74.0,305.0,157.0,0.0,0.0,0.0,204.0,127.0,127.0,127.0,22.0,74.0,53.0,0.0,0.0,8.0,89.62,93.65,38.46,100.0,95.45
23.0,583.0,546.0,546.0,522.0,52.0,9.0,56.0,202.0,372.0,9.0,18.0,28.0,485.0,485.0,0.0,46.0,48.0,179.0,339.0,4.0,0.0,4.0,52.0,52.0,8.0,23.0,24.0,5.0,9.0,24.0,9.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,149.0,149.0,149.0,37.0,128.0,21.0,0.0,9.0,20.0,472.0,472.0,279.0,29.0,113.0,359.0,0.0,193.0,0.0,147.0,67.0,67.0,67.0,12.0,51.0,16.0,0.0,0.0,0.0,93.65,92.91,100.0,100.0,59.11
